gene	reaction	environment	relative	absolute	
YJR160C	MALTt2	EX_glc(e)	0	0	
YJR160C	MALTt2	EX_nh4(e)	0	0	
YJR160C	MALTt2	EX_o2(e)	0	0	
YJR160C	MALTt2	EX_pi(e)	0	0	
YJR160C	MALTt2	EX_so4(e)	0	0	
YKL001C	ADSK	EX_glc(e)	-179320	-3.12949e+09	
YKL001C	ADSK	EX_nh4(e)	-97600.3	-1.70332e+09	
YKL001C	ADSK	EX_o2(e)	-1.36773e-08	-4.01152e-06	
YKL001C	ADSK	EX_pi(e)	-3450.26	-6.0214e+07	
YKL001C	ADSK	EX_so4(e)	-1349.04	-2.35435e+07	
YKL004W	IPCS124_SC	EX_glc(e)	0	0	
YKL004W	IPCS126_SC	EX_glc(e)	0	0	
YKL004W	IPCS224_SC	EX_glc(e)	0	0	
YKL004W	IPCS226_SC	EX_glc(e)	0	0	
YKL004W	IPCS324_SC	EX_glc(e)	0	0	
YKL004W	IPCS326_SC	EX_glc(e)	0	0	
YKL004W	IPCS124_SC	EX_nh4(e)	0	0	
YKL004W	IPCS126_SC	EX_nh4(e)	0	0	
YKL004W	IPCS224_SC	EX_nh4(e)	0	0	
YKL004W	IPCS226_SC	EX_nh4(e)	0	0	
YKL004W	IPCS324_SC	EX_nh4(e)	0	0	
YKL004W	IPCS326_SC	EX_nh4(e)	0	0	
YKL004W	IPCS124_SC	EX_o2(e)	0	0	
YKL004W	IPCS126_SC	EX_o2(e)	0	0	
YKL004W	IPCS224_SC	EX_o2(e)	0	0	
YKL004W	IPCS226_SC	EX_o2(e)	0	0	
YKL004W	IPCS324_SC	EX_o2(e)	0	0	
YKL004W	IPCS326_SC	EX_o2(e)	0	0	
YKL004W	IPCS124_SC	EX_pi(e)	0	0	
YKL004W	IPCS126_SC	EX_pi(e)	0	0	
YKL004W	IPCS224_SC	EX_pi(e)	0	0	
YKL004W	IPCS226_SC	EX_pi(e)	0	0	
YKL004W	IPCS324_SC	EX_pi(e)	0	0	
YKL004W	IPCS326_SC	EX_pi(e)	0	0	
YKL004W	IPCS124_SC	EX_so4(e)	0	0	
YKL004W	IPCS126_SC	EX_so4(e)	0	0	
YKL004W	IPCS224_SC	EX_so4(e)	0	0	
YKL004W	IPCS226_SC	EX_so4(e)	0	0	
YKL004W	IPCS324_SC	EX_so4(e)	0	0	
YKL004W	IPCS326_SC	EX_so4(e)	0	0	
YKL016C	ATPS3m	EX_glc(e)	0.25	4.47361	
YKL016C	ATPS3m	EX_nh4(e)	7.07428e-08	5.22888e-07	
YKL016C	ATPS3m	EX_o2(e)	-1.68494e-07	-0.0010485	
YKL016C	ATPS3m	EX_pi(e)	8.06191e-12	8.0829e-13	
YKL016C	ATPS3m	EX_so4(e)	-2.99181e-13	-2.99181e-14	
YKL019W	HBZOPT6	EX_glc(e)	0	0	
YKL019W	HBZOPT6	EX_nh4(e)	0	0	
YKL019W	HBZOPT6	EX_o2(e)	0	0	
YKL019W	HBZOPT6	EX_pi(e)	0	0	
YKL019W	HBZOPT6	EX_so4(e)	0	0	
YKL024C	UMPK	EX_glc(e)	0.117685	2321.21	
YKL024C	UMPKn	EX_glc(e)	-4.14645e+06	-6.36943e+20	
YKL024C	URIDK2r	EX_glc(e)	2.96353e-09	-2.96353e-10	
YKL024C	URIDK2rn	EX_glc(e)	5.5927e+06	-1.24417e+21	
YKL024C	UMPK	EX_nh4(e)	0.000170255	3.35808	
YKL024C	UMPKn	EX_nh4(e)	0	0	
YKL024C	URIDK2r	EX_nh4(e)	-9.85617e-10	9.85617e-11	
YKL024C	URIDK2rn	EX_nh4(e)	0	0	
YKL024C	UMPK	EX_o2(e)	1.78021e-07	0.00351125	
YKL024C	UMPKn	EX_o2(e)	0	0	
YKL024C	URIDK2r	EX_o2(e)	1.2335e-11	-1.2335e-12	
YKL024C	URIDK2rn	EX_o2(e)	0	0	
YKL024C	UMPK	EX_pi(e)	-1.14984e-06	-0.0226793	
YKL024C	UMPKn	EX_pi(e)	0	0	
YKL024C	URIDK2r	EX_pi(e)	3.2968e-11	-3.2968e-12	
YKL024C	URIDK2rn	EX_pi(e)	0	0	
YKL024C	UMPK	EX_so4(e)	-5.3109e-07	-0.0104751	
YKL024C	UMPKn	EX_so4(e)	0	0	
YKL024C	URIDK2r	EX_so4(e)	-1.4959e-13	1.4959e-14	
YKL024C	URIDK2rn	EX_so4(e)	0	0	
YKL026C	GTHP	EX_glc(e)	585381	-1.24136e+19	
YKL026C	GTHP	EX_nh4(e)	9.63122e-10	9.78308e-11	
YKL026C	GTHP	EX_o2(e)	0	0	
YKL026C	GTHP	EX_pi(e)	0	0	
YKL026C	GTHP	EX_so4(e)	0	0	
YKL029C	ME1m	EX_glc(e)	0	0	
YKL029C	ME2m	EX_glc(e)	0	0	
YKL029C	ME1m	EX_nh4(e)	0	0	
YKL029C	ME2m	EX_nh4(e)	0	0	
YKL029C	ME1m	EX_o2(e)	0	0	
YKL029C	ME2m	EX_o2(e)	3.79249e-09	8.69219e-07	
YKL029C	ME1m	EX_pi(e)	0	0	
YKL029C	ME2m	EX_pi(e)	0	0	
YKL029C	ME1m	EX_so4(e)	0	0	
YKL029C	ME2m	EX_so4(e)	0	0	
YKL035W	GALU	EX_glc(e)	2.97338e-09	-2.97388e-10	
YKL035W	GALU	EX_nh4(e)	9.5826e-10	9.5826e-11	
YKL035W	GALU	EX_o2(e)	1.80513e-12	1.80513e-13	
YKL035W	GALU	EX_pi(e)	-2.45291e-11	2.45332e-12	
YKL035W	GALU	EX_so4(e)	4.48847e-13	-4.48923e-14	
YKL055C	FAS100ACPm	EX_glc(e)	0	0	
YKL055C	FAS120ACPm	EX_glc(e)	0	0	
YKL055C	FAS140ACPm	EX_glc(e)	0	0	
YKL055C	FAS141ACPm	EX_glc(e)	0	0	
YKL055C	FAS160ACPm	EX_glc(e)	0	0	
YKL055C	FAS161ACPm	EX_glc(e)	0	0	
YKL055C	FAS180ACPm	EX_glc(e)	0	0	
YKL055C	FAS181ACPm	EX_glc(e)	0	0	
YKL055C	FAS182ACPm	EX_glc(e)	0	0	
YKL055C	FAS80ACPm_L	EX_glc(e)	0	0	
YKL055C	FAS100ACPm	EX_nh4(e)	0	0	
YKL055C	FAS120ACPm	EX_nh4(e)	0	0	
YKL055C	FAS140ACPm	EX_nh4(e)	0	0	
YKL055C	FAS141ACPm	EX_nh4(e)	0	0	
YKL055C	FAS160ACPm	EX_nh4(e)	0	0	
YKL055C	FAS161ACPm	EX_nh4(e)	0	0	
YKL055C	FAS180ACPm	EX_nh4(e)	0	0	
YKL055C	FAS181ACPm	EX_nh4(e)	0	0	
YKL055C	FAS182ACPm	EX_nh4(e)	0	0	
YKL055C	FAS80ACPm_L	EX_nh4(e)	0	0	
YKL055C	FAS100ACPm	EX_o2(e)	0	0	
YKL055C	FAS120ACPm	EX_o2(e)	0	0	
YKL055C	FAS140ACPm	EX_o2(e)	0	0	
YKL055C	FAS141ACPm	EX_o2(e)	0	0	
YKL055C	FAS160ACPm	EX_o2(e)	0	0	
YKL055C	FAS161ACPm	EX_o2(e)	0	0	
YKL055C	FAS180ACPm	EX_o2(e)	0	0	
YKL055C	FAS181ACPm	EX_o2(e)	0	0	
YKL055C	FAS182ACPm	EX_o2(e)	0	0	
YKL055C	FAS80ACPm_L	EX_o2(e)	0	0	
YKL055C	FAS100ACPm	EX_pi(e)	0	0	
YKL055C	FAS120ACPm	EX_pi(e)	0	0	
YKL055C	FAS140ACPm	EX_pi(e)	0	0	
YKL055C	FAS141ACPm	EX_pi(e)	0	0	
YKL055C	FAS160ACPm	EX_pi(e)	0	0	
YKL055C	FAS161ACPm	EX_pi(e)	0	0	
YKL055C	FAS180ACPm	EX_pi(e)	0	0	
YKL055C	FAS181ACPm	EX_pi(e)	0	0	
YKL055C	FAS182ACPm	EX_pi(e)	0	0	
YKL055C	FAS80ACPm_L	EX_pi(e)	0	0	
YKL055C	FAS100ACPm	EX_so4(e)	0	0	
YKL055C	FAS120ACPm	EX_so4(e)	0	0	
YKL055C	FAS140ACPm	EX_so4(e)	0	0	
YKL055C	FAS141ACPm	EX_so4(e)	0	0	
YKL055C	FAS160ACPm	EX_so4(e)	0	0	
YKL055C	FAS161ACPm	EX_so4(e)	0	0	
YKL055C	FAS180ACPm	EX_so4(e)	0	0	
YKL055C	FAS181ACPm	EX_so4(e)	0	0	
YKL055C	FAS182ACPm	EX_so4(e)	0	0	
YKL055C	FAS80ACPm_L	EX_so4(e)	0	0	
YKL060C	FBA	EX_glc(e)	8184.57	-2.48096e+15	
YKL060C	FBA2	EX_glc(e)	312779	-3.38422e+18	
YKL060C	FBA3	EX_glc(e)	-5.57378e-06	-0.00074611	
YKL060C	FBA	EX_nh4(e)	0	0	
YKL060C	FBA2	EX_nh4(e)	0	0	
YKL060C	FBA3	EX_nh4(e)	1.86311e-09	3.76411e-10	
YKL060C	FBA	EX_o2(e)	-2.25181e-11	-4.49445e-12	
YKL060C	FBA2	EX_o2(e)	0	0	
YKL060C	FBA3	EX_o2(e)	0	0	
YKL060C	FBA	EX_pi(e)	0	0	
YKL060C	FBA2	EX_pi(e)	0	0	
YKL060C	FBA3	EX_pi(e)	-1.94238e-09	-3.88652e-10	
YKL060C	FBA	EX_so4(e)	0	0	
YKL060C	FBA2	EX_so4(e)	0	0	
YKL060C	FBA3	EX_so4(e)	-1.0265e-11	-5.41845e-12	
YKL067W	NDPK1	EX_glc(e)	-3.05441e-09	-3.05441e-10	
YKL067W	NDPK2	EX_glc(e)	-1.74018e-05	-0.0100321	
YKL067W	NDPK3	EX_glc(e)	0.00112081	-41.2064	
YKL067W	NDPK4	EX_glc(e)	0	0	
YKL067W	NDPK5	EX_glc(e)	-2.31855e+07	-1.8632e+22	
YKL067W	NDPK6	EX_glc(e)	2.73708e-09	-2.73708e-10	
YKL067W	NDPK7	EX_glc(e)	-2.86293e-09	-2.86293e-10	
YKL067W	NDPK8	EX_glc(e)	2.87864e-09	-2.87864e-10	
YKL067W	NDPK9	EX_glc(e)	2.89042e-09	-2.89042e-10	
YKL067W	NDPK1	EX_nh4(e)	4.59798e-06	0.00223657	
YKL067W	NDPK2	EX_nh4(e)	5.65399e-06	0.00326462	
YKL067W	NDPK3	EX_nh4(e)	-0.000345882	12.7162	
YKL067W	NDPK4	EX_nh4(e)	0	0	
YKL067W	NDPK5	EX_nh4(e)	-0.0041512	1729.67	
YKL067W	NDPK6	EX_nh4(e)	-9.96483e-10	9.96483e-11	
YKL067W	NDPK7	EX_nh4(e)	9.65051e-10	9.65052e-11	
YKL067W	NDPK8	EX_nh4(e)	-9.12278e-10	9.12278e-11	
YKL067W	NDPK9	EX_nh4(e)	-9.68737e-10	9.68737e-11	
YKL067W	NDPK1	EX_o2(e)	-1.6699e-11	1.67006e-12	
YKL067W	NDPK2	EX_o2(e)	-1.65028e-08	-9.52873e-06	
YKL067W	NDPK3	EX_o2(e)	-8.84867e-07	0.0325319	
YKL067W	NDPK4	EX_o2(e)	0	0	
YKL067W	NDPK5	EX_o2(e)	5.82906e-05	-24.2878	
YKL067W	NDPK6	EX_o2(e)	-2.01573e-11	2.01573e-12	
YKL067W	NDPK7	EX_o2(e)	1.6547e-12	1.6547e-13	
YKL067W	NDPK8	EX_o2(e)	-1.66974e-11	1.66974e-12	
YKL067W	NDPK9	EX_o2(e)	-4.10014e-09	-6.57389e-07	
YKL067W	NDPK1	EX_pi(e)	2.35198e-11	2.35198e-12	
YKL067W	NDPK2	EX_pi(e)	-114.848	-66718	
YKL067W	NDPK3	EX_pi(e)	4.72998e-06	-0.173896	
YKL067W	NDPK4	EX_pi(e)	0	0	
YKL067W	NDPK5	EX_pi(e)	-232624	-1.86938e+20	
YKL067W	NDPK6	EX_pi(e)	2.03035e-11	-2.03035e-12	
YKL067W	NDPK7	EX_pi(e)	2.69373e-11	2.69373e-12	
YKL067W	NDPK8	EX_pi(e)	-1.38707e-11	1.38707e-12	
YKL067W	NDPK9	EX_pi(e)	-3.49782e-11	3.49782e-12	
YKL067W	NDPK1	EX_so4(e)	0	0	
YKL067W	NDPK2	EX_so4(e)	0	0	
YKL067W	NDPK3	EX_so4(e)	3.84661e-06	-0.274758	
YKL067W	NDPK4	EX_so4(e)	-5794.4	-4.48893e+18	
YKL067W	NDPK5	EX_so4(e)	-2404.24	-1.93206e+18	
YKL067W	NDPK6	EX_so4(e)	-4.48771e-13	4.48772e-14	
YKL067W	NDPK7	EX_so4(e)	-7.47952e-13	-7.47952e-14	
YKL067W	NDPK8	EX_so4(e)	1.4959e-13	-1.4959e-14	
YKL067W	NDPK9	EX_so4(e)	-2.56712e-09	-1.10136e-06	
YKL080W	ATPS3g	EX_glc(e)	0	0	
YKL080W	ATPS3v	EX_glc(e)	0	0	
YKL080W	ATPS3g	EX_nh4(e)	0	0	
YKL080W	ATPS3v	EX_nh4(e)	0	0	
YKL080W	ATPS3g	EX_o2(e)	0	0	
YKL080W	ATPS3v	EX_o2(e)	0	0	
YKL080W	ATPS3g	EX_pi(e)	0	0	
YKL080W	ATPS3v	EX_pi(e)	0	0	
YKL080W	ATPS3g	EX_so4(e)	0	0	
YKL080W	ATPS3v	EX_so4(e)	0	0	
YKL085W	MDHm	EX_glc(e)	3.27879e-06	-0.000363217	
YKL085W	MDHm	EX_nh4(e)	9.71513e-10	9.8455e-11	
YKL085W	MDHm	EX_o2(e)	-1.62417e-07	-0.00015942	
YKL085W	MDHm	EX_pi(e)	-7.03279e-09	-1.72056e-07	
YKL085W	MDHm	EX_so4(e)	-1.13463e-12	-2.86869e-13	
YKL104C	GF6PTA	EX_glc(e)	0	0	
YKL104C	GF6PTA	EX_nh4(e)	0	0	
YKL104C	GF6PTA	EX_o2(e)	0	0	
YKL104C	GF6PTA	EX_pi(e)	0	0	
YKL104C	GF6PTA	EX_so4(e)	0	0	
YKL106W	ASPTAm	EX_glc(e)	2.89201e-09	-2.89492e-10	
YKL106W	EHGLATm	EX_glc(e)	0	0	
YKL106W	TYRTAm	EX_glc(e)	-3.03587e-09	-3.03866e-10	
YKL106W	ASPTAm	EX_nh4(e)	-9.07427e-10	9.07427e-11	
YKL106W	EHGLATm	EX_nh4(e)	0	0	
YKL106W	TYRTAm	EX_nh4(e)	9.64469e-10	9.64469e-11	
YKL106W	ASPTAm	EX_o2(e)	-2.25641e-12	2.25641e-13	
YKL106W	EHGLATm	EX_o2(e)	0	0	
YKL106W	TYRTAm	EX_o2(e)	4.51282e-13	4.51282e-14	
YKL106W	ASPTAm	EX_pi(e)	-2.41229e-12	2.41229e-13	
YKL106W	EHGLATm	EX_pi(e)	0	0	
YKL106W	TYRTAm	EX_pi(e)	-6.83482e-12	-6.83482e-13	
YKL106W	ASPTAm	EX_so4(e)	4.48771e-13	-4.48771e-14	
YKL106W	EHGLATm	EX_so4(e)	0	0	
YKL106W	TYRTAm	EX_so4(e)	-4.48771e-13	-4.48771e-14	
YKL120W	OAAt2m	EX_glc(e)	-3.04731e-09	-3.04731e-10	
YKL120W	OAAt2m	EX_nh4(e)	7.27302e-08	5.45056e-07	
YKL120W	OAAt2m	EX_o2(e)	6.0171e-13	6.0171e-14	
YKL120W	OAAt2m	EX_pi(e)	-7.28308e-11	-7.30928e-12	
YKL120W	OAAt2m	EX_so4(e)	8.12628e-13	1.10362e-13	
YKL127W	PGMT	EX_glc(e)	6128.12	-3.65487e+06	
YKL127W	PPM	EX_glc(e)	-4615.83	-7.02186e+14	
YKL127W	PGMT	EX_nh4(e)	-5.07127e-06	0.00300573	
YKL127W	PPM	EX_nh4(e)	-72624.5	5.82109e+17	
YKL127W	PGMT	EX_o2(e)	-4.27958e-08	2.5365e-05	
YKL127W	PPM	EX_o2(e)	14866.6	1.07245e+18	
YKL127W	PGMT	EX_pi(e)	117.91	-70322.8	
YKL127W	PPM	EX_pi(e)	-7250.73	-5.23053e+18	
YKL127W	PGMT	EX_so4(e)	-4.25577e-08	2.52239e-05	
YKL127W	PPM	EX_so4(e)	-2.0587e-08	-7.0831e-05	
YKL132C	THFGLUS	EX_glc(e)	0	0	
YKL132C	THFGLUS	EX_nh4(e)	0	0	
YKL132C	THFGLUS	EX_o2(e)	0	0	
YKL132C	THFGLUS	EX_pi(e)	0	0	
YKL132C	THFGLUS	EX_so4(e)	0	0	
YKL141W	SUCD1m	EX_glc(e)	2.8921e-09	-2.8921e-10	
YKL141W	SUCD2_u6m	EX_glc(e)	-2.76887e-09	-2.76887e-10	
YKL141W	SUCD3_u6m	EX_glc(e)	2.84086e-09	-2.84086e-10	
YKL141W	SUCD1m	EX_nh4(e)	1.4111e-09	1.4111e-10	
YKL141W	SUCD2_u6m	EX_nh4(e)	9.03741e-10	9.03741e-11	
YKL141W	SUCD3_u6m	EX_nh4(e)	-9.86587e-10	9.86587e-11	
YKL141W	SUCD1m	EX_o2(e)	-7.52137e-13	7.52137e-14	
YKL141W	SUCD2_u6m	EX_o2(e)	2.15142e-11	2.15172e-12	
YKL141W	SUCD3_u6m	EX_o2(e)	-7.6718e-12	7.6718e-13	
YKL141W	SUCD1m	EX_pi(e)	-3.06562e-10	3.06562e-11	
YKL141W	SUCD2_u6m	EX_pi(e)	-3.95214e-10	-3.95214e-11	
YKL141W	SUCD3_u6m	EX_pi(e)	3.61844e-12	-3.61844e-13	
YKL141W	SUCD1m	EX_so4(e)	2.24386e-12	-2.24386e-13	
YKL141W	SUCD2_u6m	EX_so4(e)	0	0	
YKL141W	SUCD3_u6m	EX_so4(e)	4.48771e-13	-4.48771e-14	
YKL148C	SUCD1m	EX_glc(e)	2.8921e-09	-2.8921e-10	
YKL148C	SUCD2_u6m	EX_glc(e)	-2.76887e-09	-2.76887e-10	
YKL148C	SUCD3_u6m	EX_glc(e)	2.84086e-09	-2.84086e-10	
YKL148C	SUCD1m	EX_nh4(e)	1.4111e-09	1.4111e-10	
YKL148C	SUCD2_u6m	EX_nh4(e)	9.03741e-10	9.03741e-11	
YKL148C	SUCD3_u6m	EX_nh4(e)	-9.86587e-10	9.86587e-11	
YKL148C	SUCD1m	EX_o2(e)	-7.52137e-13	7.52137e-14	
YKL148C	SUCD2_u6m	EX_o2(e)	2.15142e-11	2.15172e-12	
YKL148C	SUCD3_u6m	EX_o2(e)	-7.6718e-12	7.6718e-13	
YKL148C	SUCD1m	EX_pi(e)	-3.06562e-10	3.06562e-11	
YKL148C	SUCD2_u6m	EX_pi(e)	-3.95214e-10	-3.95214e-11	
YKL148C	SUCD3_u6m	EX_pi(e)	3.61844e-12	-3.61844e-13	
YKL148C	SUCD1m	EX_so4(e)	2.24386e-12	-2.24386e-13	
YKL148C	SUCD2_u6m	EX_so4(e)	0	0	
YKL148C	SUCD3_u6m	EX_so4(e)	4.48771e-13	-4.48771e-14	
YKL152C	DPGM	EX_glc(e)	0	0	
YKL152C	PGM	EX_glc(e)	4.54639e-06	-0.000718036	
YKL152C	DPGM	EX_nh4(e)	0	0	
YKL152C	PGM	EX_nh4(e)	-9.86274e-10	1.00112e-10	
YKL152C	DPGM	EX_o2(e)	0	0	
YKL152C	PGM	EX_o2(e)	1.18946e-11	-1.19054e-12	
YKL152C	DPGM	EX_pi(e)	0	0	
YKL152C	PGM	EX_pi(e)	-1.42805e-11	1.42883e-12	
YKL152C	DPGM	EX_so4(e)	0	0	
YKL152C	PGM	EX_so4(e)	2.8631e-12	-4.21528e-13	
YKL181W	PRPPS	EX_glc(e)	-33877.4	-1.11696e+08	
YKL181W	PRPPS	EX_nh4(e)	-18438.8	-6.07941e+07	
YKL181W	PRPPS	EX_o2(e)	-183.778	-605930	
YKL181W	PRPPS	EX_pi(e)	-651.83	-2.14913e+06	
YKL181W	PRPPS	EX_so4(e)	-7.55571e-09	-1.27211e-05	
YKL182W	ACOATA	EX_glc(e)	0	0	
YKL182W	FA120ACPH	EX_glc(e)	0	0	
YKL182W	FA140ACPH	EX_glc(e)	0	0	
YKL182W	FA141ACPH	EX_glc(e)	-51250	-9.39844e+16	
YKL182W	FA160ACPH	EX_glc(e)	-6.39262e+06	-1.61341e+21	
YKL182W	FA161ACPH	EX_glc(e)	0	0	
YKL182W	FA180ACPH	EX_glc(e)	50418.5	-9.18569e+16	
YKL182W	FA181ACPH	EX_glc(e)	0	0	
YKL182W	FA182ACPH	EX_glc(e)	0	0	
YKL182W	FAS100	EX_glc(e)	24008	-1.99541e+16	
YKL182W	FAS100COA	EX_glc(e)	0.113726	2030.82	
YKL182W	FAS120	EX_glc(e)	22473.9	-1.86032e+16	
YKL182W	FAS120COA	EX_glc(e)	0.113698	2071.75	
YKL182W	FAS140	EX_glc(e)	23538.3	-1.96062e+16	
YKL182W	FAS140COA	EX_glc(e)	0.113713	2207.17	
YKL182W	FAS160	EX_glc(e)	-0.000659133	-14.3539	
YKL182W	FAS160COA	EX_glc(e)	0	0	
YKL182W	FAS180	EX_glc(e)	-0.00134721	-63.3085	
YKL182W	FAS180COA	EX_glc(e)	0	0	
YKL182W	FAS80COA_L	EX_glc(e)	0.113724	2030.78	
YKL182W	FAS80_L	EX_glc(e)	0	0	
YKL182W	MCOATA	EX_glc(e)	0	0	
YKL182W	ACOATA	EX_nh4(e)	0	0	
YKL182W	FA120ACPH	EX_nh4(e)	129082	2.12994e+18	
YKL182W	FA140ACPH	EX_nh4(e)	-192134	3.01915e+18	
YKL182W	FA141ACPH	EX_nh4(e)	7.2703e+06	5.45303e+21	
YKL182W	FA160ACPH	EX_nh4(e)	0	0	
YKL182W	FA161ACPH	EX_nh4(e)	0	0	
YKL182W	FA180ACPH	EX_nh4(e)	0	0	
YKL182W	FA181ACPH	EX_nh4(e)	0	0	
YKL182W	FA182ACPH	EX_nh4(e)	0	0	
YKL182W	FAS100	EX_nh4(e)	0.000172968	3.35729	
YKL182W	FAS100COA	EX_nh4(e)	0.00217016	484.41	
YKL182W	FAS120	EX_nh4(e)	0.000189462	3.67745	
YKL182W	FAS120COA	EX_nh4(e)	0.00279249	831.098	
YKL182W	FAS140	EX_nh4(e)	0.000229155	4.44788	
YKL182W	FAS140COA	EX_nh4(e)	0	0	
YKL182W	FAS160	EX_nh4(e)	0.000215356	4.68981	
YKL182W	FAS160COA	EX_nh4(e)	0	0	
YKL182W	FAS180	EX_nh4(e)	0.000467451	21.9667	
YKL182W	FAS180COA	EX_nh4(e)	0	0	
YKL182W	FAS80COA_L	EX_nh4(e)	0.00223382	498.62	
YKL182W	FAS80_L	EX_nh4(e)	0.000190441	3.69646	
YKL182W	MCOATA	EX_nh4(e)	0	0	
YKL182W	ACOATA	EX_o2(e)	0	0	
YKL182W	FA120ACPH	EX_o2(e)	0	0	
YKL182W	FA140ACPH	EX_o2(e)	0	0	
YKL182W	FA141ACPH	EX_o2(e)	128623	9.64724e+19	
YKL182W	FA160ACPH	EX_o2(e)	0	0	
YKL182W	FA161ACPH	EX_o2(e)	0	0	
YKL182W	FA180ACPH	EX_o2(e)	-6429.5	1.61651e+18	
YKL182W	FA181ACPH	EX_o2(e)	0	0	
YKL182W	FA182ACPH	EX_o2(e)	0	0	
YKL182W	FAS100	EX_o2(e)	5.25562e-07	0.0102011	
YKL182W	FAS100COA	EX_o2(e)	3.86142e-05	8.61924	
YKL182W	FAS120	EX_o2(e)	1.45989e-06	0.0283364	
YKL182W	FAS120COA	EX_o2(e)	5.28287e-05	15.7228	
YKL182W	FAS140	EX_o2(e)	1.16791e-06	0.0226691	
YKL182W	FAS140COA	EX_o2(e)	0	0	
YKL182W	FAS160	EX_o2(e)	3.6362e-06	0.0791856	
YKL182W	FAS160COA	EX_o2(e)	0	0	
YKL182W	FAS180	EX_o2(e)	1.06034e-06	0.0498282	
YKL182W	FAS180COA	EX_o2(e)	0	0	
YKL182W	FAS80COA_L	EX_o2(e)	3.89499e-05	8.69418	
YKL182W	FAS80_L	EX_o2(e)	-1.75187e-07	-0.00340037	
YKL182W	MCOATA	EX_o2(e)	0	0	
YKL182W	ACOATA	EX_pi(e)	0	0	
YKL182W	FA120ACPH	EX_pi(e)	0	0	
YKL182W	FA140ACPH	EX_pi(e)	0	0	
YKL182W	FA141ACPH	EX_pi(e)	0	0	
YKL182W	FA160ACPH	EX_pi(e)	0	0	
YKL182W	FA161ACPH	EX_pi(e)	0	0	
YKL182W	FA180ACPH	EX_pi(e)	-114477	4.31728e+19	
YKL182W	FA181ACPH	EX_pi(e)	0	0	
YKL182W	FA182ACPH	EX_pi(e)	0	0	
YKL182W	FAS100	EX_pi(e)	-3.82383e-06	-0.0742203	
YKL182W	FAS100COA	EX_pi(e)	-2.28845e-05	-5.10814	
YKL182W	FAS120	EX_pi(e)	5.18949e-06	0.100728	
YKL182W	FAS120COA	EX_pi(e)	0.000135213	40.2419	
YKL182W	FAS140	EX_pi(e)	-6.67219e-06	-0.129507	
YKL182W	FAS140COA	EX_pi(e)	0	0	
YKL182W	FAS160	EX_pi(e)	8.27824e-05	1.80275	
YKL182W	FAS160COA	EX_pi(e)	0	0	
YKL182W	FAS180	EX_pi(e)	4.25098e-06	0.199764	
YKL182W	FAS180COA	EX_pi(e)	0	0	
YKL182W	FAS80COA_L	EX_pi(e)	2.24358e-06	0.500799	
YKL182W	FAS80_L	EX_pi(e)	3.00444e-06	0.058316	
YKL182W	MCOATA	EX_pi(e)	0	0	
YKL182W	ACOATA	EX_so4(e)	0	0	
YKL182W	FA120ACPH	EX_so4(e)	0	0	
YKL182W	FA140ACPH	EX_so4(e)	0	0	
YKL182W	FA141ACPH	EX_so4(e)	0	0	
YKL182W	FA160ACPH	EX_so4(e)	0	0	
YKL182W	FA161ACPH	EX_so4(e)	0	0	
YKL182W	FA180ACPH	EX_so4(e)	676.982	-1.02124e+17	
YKL182W	FA181ACPH	EX_so4(e)	0	0	
YKL182W	FA182ACPH	EX_so4(e)	0	0	
YKL182W	FAS100	EX_so4(e)	0	0	
YKL182W	FAS100COA	EX_so4(e)	-1.00172e-06	-0.223599	
YKL182W	FAS120	EX_so4(e)	-2.03248e-07	-0.00394503	
YKL182W	FAS120COA	EX_so4(e)	-1.11302e-05	-3.31257	
YKL182W	FAS140	EX_so4(e)	0	0	
YKL182W	FAS140COA	EX_so4(e)	0	0	
YKL182W	FAS160	EX_so4(e)	-2.93187e-07	-0.00638473	
YKL182W	FAS160COA	EX_so4(e)	0	0	
YKL182W	FAS180	EX_so4(e)	-7.02962e-07	-0.0330339	
YKL182W	FAS180COA	EX_so4(e)	0	0	
YKL182W	FAS80COA_L	EX_so4(e)	-5.00861e-06	-1.11799	
YKL182W	FAS80_L	EX_so4(e)	5.80708e-08	0.00112715	
YKL182W	MCOATA	EX_so4(e)	0	0	
YKL184W	ORNDC	EX_glc(e)	0	0	
YKL184W	ORNDC	EX_nh4(e)	0	0	
YKL184W	ORNDC	EX_o2(e)	0	0	
YKL184W	ORNDC	EX_pi(e)	0	0	
YKL184W	ORNDC	EX_so4(e)	0	0	
YKL188C	FA140COAabcp	EX_glc(e)	0	0	
YKL188C	FA141COAabcp	EX_glc(e)	0	0	
YKL188C	FA160COAabcp	EX_glc(e)	0	0	
YKL188C	FA161COAabcp	EX_glc(e)	0	0	
YKL188C	FA180COAabcp	EX_glc(e)	0	0	
YKL188C	FA181COAabcp	EX_glc(e)	0	0	
YKL188C	FA182COAabcp	EX_glc(e)	0	0	
YKL188C	FA140COAabcp	EX_nh4(e)	-131645	-2.83838e+18	
YKL188C	FA141COAabcp	EX_nh4(e)	0	0	
YKL188C	FA160COAabcp	EX_nh4(e)	0	0	
YKL188C	FA161COAabcp	EX_nh4(e)	0	0	
YKL188C	FA180COAabcp	EX_nh4(e)	0	0	
YKL188C	FA181COAabcp	EX_nh4(e)	0	0	
YKL188C	FA182COAabcp	EX_nh4(e)	0	0	
YKL188C	FA140COAabcp	EX_o2(e)	0	0	
