gene	reaction	environment	relative	absolute	
YKL188C	FA141COAabcp	EX_o2(e)	0	0	
YKL188C	FA160COAabcp	EX_o2(e)	0	0	
YKL188C	FA161COAabcp	EX_o2(e)	0	0	
YKL188C	FA180COAabcp	EX_o2(e)	0	0	
YKL188C	FA181COAabcp	EX_o2(e)	0	0	
YKL188C	FA182COAabcp	EX_o2(e)	0	0	
YKL188C	FA140COAabcp	EX_pi(e)	0	0	
YKL188C	FA141COAabcp	EX_pi(e)	0	0	
YKL188C	FA160COAabcp	EX_pi(e)	0	0	
YKL188C	FA161COAabcp	EX_pi(e)	0	0	
YKL188C	FA180COAabcp	EX_pi(e)	0	0	
YKL188C	FA181COAabcp	EX_pi(e)	0	0	
YKL188C	FA182COAabcp	EX_pi(e)	0	0	
YKL188C	FA140COAabcp	EX_so4(e)	0	0	
YKL188C	FA141COAabcp	EX_so4(e)	0	0	
YKL188C	FA160COAabcp	EX_so4(e)	0	0	
YKL188C	FA161COAabcp	EX_so4(e)	0	0	
YKL188C	FA180COAabcp	EX_so4(e)	0	0	
YKL188C	FA181COAabcp	EX_so4(e)	0	0	
YKL188C	FA182COAabcp	EX_so4(e)	0	0	
YKL192C	FAS100ACPm	EX_glc(e)	0	0	
YKL192C	FAS120ACPm	EX_glc(e)	0	0	
YKL192C	FAS140ACPm	EX_glc(e)	0	0	
YKL192C	FAS141ACPm	EX_glc(e)	0	0	
YKL192C	FAS160ACPm	EX_glc(e)	0	0	
YKL192C	FAS161ACPm	EX_glc(e)	0	0	
YKL192C	FAS180ACPm	EX_glc(e)	0	0	
YKL192C	FAS181ACPm	EX_glc(e)	0	0	
YKL192C	FAS182ACPm	EX_glc(e)	0	0	
YKL192C	FAS80ACPm_L	EX_glc(e)	0	0	
YKL192C	NADH2_u6m	EX_glc(e)	0	0	
YKL192C	FAS100ACPm	EX_nh4(e)	0	0	
YKL192C	FAS120ACPm	EX_nh4(e)	0	0	
YKL192C	FAS140ACPm	EX_nh4(e)	0	0	
YKL192C	FAS141ACPm	EX_nh4(e)	0	0	
YKL192C	FAS160ACPm	EX_nh4(e)	0	0	
YKL192C	FAS161ACPm	EX_nh4(e)	0	0	
YKL192C	FAS180ACPm	EX_nh4(e)	0	0	
YKL192C	FAS181ACPm	EX_nh4(e)	0	0	
YKL192C	FAS182ACPm	EX_nh4(e)	0	0	
YKL192C	FAS80ACPm_L	EX_nh4(e)	0	0	
YKL192C	NADH2_u6m	EX_nh4(e)	9.75722e-10	9.75722e-11	
YKL192C	FAS100ACPm	EX_o2(e)	0	0	
YKL192C	FAS120ACPm	EX_o2(e)	0	0	
YKL192C	FAS140ACPm	EX_o2(e)	0	0	
YKL192C	FAS141ACPm	EX_o2(e)	0	0	
YKL192C	FAS160ACPm	EX_o2(e)	0	0	
YKL192C	FAS161ACPm	EX_o2(e)	0	0	
YKL192C	FAS180ACPm	EX_o2(e)	0	0	
YKL192C	FAS181ACPm	EX_o2(e)	0	0	
YKL192C	FAS182ACPm	EX_o2(e)	0	0	
YKL192C	FAS80ACPm_L	EX_o2(e)	0	0	
YKL192C	NADH2_u6m	EX_o2(e)	1.69447e-07	0.000129844	
YKL192C	FAS100ACPm	EX_pi(e)	0	0	
YKL192C	FAS120ACPm	EX_pi(e)	0	0	
YKL192C	FAS140ACPm	EX_pi(e)	0	0	
YKL192C	FAS141ACPm	EX_pi(e)	0	0	
YKL192C	FAS160ACPm	EX_pi(e)	0	0	
YKL192C	FAS161ACPm	EX_pi(e)	0	0	
YKL192C	FAS180ACPm	EX_pi(e)	0	0	
YKL192C	FAS181ACPm	EX_pi(e)	0	0	
YKL192C	FAS182ACPm	EX_pi(e)	0	0	
YKL192C	FAS80ACPm_L	EX_pi(e)	0	0	
YKL192C	NADH2_u6m	EX_pi(e)	-1.34686e-11	-1.34686e-12	
YKL192C	FAS100ACPm	EX_so4(e)	0	0	
YKL192C	FAS120ACPm	EX_so4(e)	0	0	
YKL192C	FAS140ACPm	EX_so4(e)	0	0	
YKL192C	FAS141ACPm	EX_so4(e)	0	0	
YKL192C	FAS160ACPm	EX_so4(e)	0	0	
YKL192C	FAS161ACPm	EX_so4(e)	0	0	
YKL192C	FAS180ACPm	EX_so4(e)	0	0	
YKL192C	FAS181ACPm	EX_so4(e)	0	0	
YKL192C	FAS182ACPm	EX_so4(e)	0	0	
YKL192C	FAS80ACPm_L	EX_so4(e)	0	0	
YKL192C	NADH2_u6m	EX_so4(e)	1.4959e-12	1.4959e-13	
YKL194C	THRTRSm	EX_glc(e)	0	0	
YKL194C	THRTRSm	EX_nh4(e)	0	0	
YKL194C	THRTRSm	EX_o2(e)	0	0	
YKL194C	THRTRSm	EX_pi(e)	0	0	
YKL194C	THRTRSm	EX_so4(e)	0	0	
YKL203C	PIN3K_SC	EX_glc(e)	0	0	
YKL203C	PIN3K_SC	EX_nh4(e)	0	0	
YKL203C	PIN3K_SC	EX_o2(e)	0	0	
YKL203C	PIN3K_SC	EX_pi(e)	0	0	
YKL203C	PIN3K_SC	EX_so4(e)	0	0	
YKL211C	ANS	EX_glc(e)	-361797	-1.27393e+10	
YKL211C	CHRPL	EX_glc(e)	0	0	
YKL211C	IGPS	EX_glc(e)	-361797	-1.27393e+10	
YKL211C	ANS	EX_nh4(e)	-196919	-6.93377e+09	
YKL211C	CHRPL	EX_nh4(e)	0	0	
YKL211C	IGPS	EX_nh4(e)	-196919	-6.93377e+09	
YKL211C	ANS	EX_o2(e)	-1962.68	-6.91083e+07	
YKL211C	CHRPL	EX_o2(e)	0	0	
YKL211C	IGPS	EX_o2(e)	-1962.68	-6.91083e+07	
YKL211C	ANS	EX_pi(e)	-6961.27	-2.45115e+08	
YKL211C	CHRPL	EX_pi(e)	0	0	
YKL211C	IGPS	EX_pi(e)	-6961.27	-2.45115e+08	
YKL211C	ANS	EX_so4(e)	-2721.83	-9.58391e+07	
YKL211C	CHRPL	EX_so4(e)	0	0	
YKL211C	IGPS	EX_so4(e)	-2721.83	-9.58391e+07	
YKL216W	DHORD	EX_glc(e)	-8448.06	-2.51424e+15	
YKL216W	DHORD4	EX_glc(e)	0.0640271	578.907	
YKL216W	DHORD	EX_nh4(e)	1.05449e-09	1.05449e-10	
YKL216W	DHORD4	EX_nh4(e)	-9.80971e-10	9.80982e-11	
YKL216W	DHORD	EX_o2(e)	12021.9	6.44807e+17	
YKL216W	DHORD4	EX_o2(e)	0.5	4520.8	
YKL216W	DHORD	EX_pi(e)	-9.85019e-12	-9.85019e-13	
YKL216W	DHORD4	EX_pi(e)	6.41274e-11	-6.41282e-12	
YKL216W	DHORD	EX_so4(e)	1.34631e-12	1.34631e-13	
YKL216W	DHORD4	EX_so4(e)	4.03898e-12	-4.03903e-13	
YKL217W	L_LACt2r	EX_glc(e)	0	0	
YKL217W	PYRt2	EX_glc(e)	0	0	
YKL217W	L_LACt2r	EX_nh4(e)	0	0	
YKL217W	PYRt2	EX_nh4(e)	0	0	
YKL217W	L_LACt2r	EX_o2(e)	0	0	
YKL217W	PYRt2	EX_o2(e)	0	0	
YKL217W	L_LACt2r	EX_pi(e)	0	0	
YKL217W	PYRt2	EX_pi(e)	0	0	
YKL217W	L_LACt2r	EX_so4(e)	0	0	
YKL217W	PYRt2	EX_so4(e)	0	0	
YKL218C	THRD_L	EX_glc(e)	25040.6	-2.20617e+16	
YKL218C	THRD_L	EX_nh4(e)	0	0	
YKL218C	THRD_L	EX_o2(e)	3.97852e-09	1.16916e-06	
YKL218C	THRD_L	EX_pi(e)	0	0	
YKL218C	THRD_L	EX_so4(e)	0	0	
YKR009C	ECOAH11p	EX_glc(e)	0	0	
YKR009C	ECOAH4p	EX_glc(e)	-46255	-7.6871e+16	
YKR009C	ECOAH5p	EX_glc(e)	-47376.6	-7.76898e+16	
YKR009C	ECOAH6p	EX_glc(e)	-44327.7	-7.36619e+16	
YKR009C	ECOAH7p	EX_glc(e)	-59094.4	-9.79332e+16	
YKR009C	ECOAH8p	EX_glc(e)	-36252	-6.01501e+16	
YKR009C	HACD10p	EX_glc(e)	0	0	
YKR009C	HACD4p	EX_glc(e)	-50331.4	-8.35099e+16	
YKR009C	HACD5p	EX_glc(e)	-49482.5	-8.1268e+16	
YKR009C	HACD6p	EX_glc(e)	-50839.8	-8.41117e+16	
YKR009C	HACD7p	EX_glc(e)	-49103.2	-8.14319e+16	
YKR009C	HACD8p	EX_glc(e)	-47224.7	-7.85809e+16	
YKR009C	HACDp	EX_glc(e)	0	0	
YKR009C	ECOAH11p	EX_nh4(e)	0	0	
YKR009C	ECOAH4p	EX_nh4(e)	-7.04372e+06	5.22084e+21	
YKR009C	ECOAH5p	EX_nh4(e)	0	0	
YKR009C	ECOAH6p	EX_nh4(e)	0	0	
YKR009C	ECOAH7p	EX_nh4(e)	153987	3.21281e+18	
YKR009C	ECOAH8p	EX_nh4(e)	5.51466e+06	4.76718e+21	
YKR009C	HACD10p	EX_nh4(e)	0	0	
YKR009C	HACD4p	EX_nh4(e)	-3.47237e+06	1.23869e+21	
YKR009C	HACD5p	EX_nh4(e)	0	0	
YKR009C	HACD6p	EX_nh4(e)	0	0	
YKR009C	HACD7p	EX_nh4(e)	207193	4.62793e+18	
YKR009C	HACD8p	EX_nh4(e)	6.7845e+06	4.8318e+21	
YKR009C	HACDp	EX_nh4(e)	0	0	
YKR009C	ECOAH11p	EX_o2(e)	0	0	
YKR009C	ECOAH4p	EX_o2(e)	0	0	
YKR009C	ECOAH5p	EX_o2(e)	10034.8	-7.43783e+18	
YKR009C	ECOAH6p	EX_o2(e)	0	0	
YKR009C	ECOAH7p	EX_o2(e)	0	0	
YKR009C	ECOAH8p	EX_o2(e)	0	0	
YKR009C	HACD10p	EX_o2(e)	0	0	
YKR009C	HACD4p	EX_o2(e)	0	0	
YKR009C	HACD5p	EX_o2(e)	-117371	8.25034e+19	
YKR009C	HACD6p	EX_o2(e)	0	0	
YKR009C	HACD7p	EX_o2(e)	0	0	
YKR009C	HACD8p	EX_o2(e)	0	0	
YKR009C	HACDp	EX_o2(e)	0	0	
YKR009C	ECOAH11p	EX_pi(e)	0	0	
YKR009C	ECOAH4p	EX_pi(e)	0	0	
YKR009C	ECOAH5p	EX_pi(e)	0	0	
YKR009C	ECOAH6p	EX_pi(e)	0	0	
YKR009C	ECOAH7p	EX_pi(e)	0	0	
YKR009C	ECOAH8p	EX_pi(e)	0	0	
YKR009C	HACD10p	EX_pi(e)	0	0	
YKR009C	HACD4p	EX_pi(e)	0	0	
YKR009C	HACD5p	EX_pi(e)	0	0	
YKR009C	HACD6p	EX_pi(e)	0	0	
YKR009C	HACD7p	EX_pi(e)	0	0	
YKR009C	HACD8p	EX_pi(e)	0	0	
YKR009C	HACDp	EX_pi(e)	0	0	
YKR009C	ECOAH11p	EX_so4(e)	0	0	
YKR009C	ECOAH4p	EX_so4(e)	0	0	
YKR009C	ECOAH5p	EX_so4(e)	0	0	
YKR009C	ECOAH6p	EX_so4(e)	0	0	
YKR009C	ECOAH7p	EX_so4(e)	0	0	
YKR009C	ECOAH8p	EX_so4(e)	0	0	
YKR009C	HACD10p	EX_so4(e)	0	0	
YKR009C	HACD4p	EX_so4(e)	0	0	
YKR009C	HACD5p	EX_so4(e)	0	0	
YKR009C	HACD6p	EX_so4(e)	0	0	
YKR009C	HACD7p	EX_so4(e)	0	0	
YKR009C	HACD8p	EX_so4(e)	0	0	
YKR009C	HACDp	EX_so4(e)	0	0	
YKR039W	ALAt2r	EX_glc(e)	0	0	
YKR039W	ARGt2r	EX_glc(e)	1.32672e+07	-6.46712e+21	
YKR039W	ASNt2r	EX_glc(e)	0	0	
YKR039W	ASPt2r	EX_glc(e)	948213	-2.94147e+19	
YKR039W	CYSt2r	EX_glc(e)	-1.96142e+07	-1.38076e+22	
YKR039W	GLNt2r	EX_glc(e)	0	0	
YKR039W	GLUt2r	EX_glc(e)	0	0	
YKR039W	GLYt2r	EX_glc(e)	-9.72362e+06	-1.12035e+21	
YKR039W	HISt2r	EX_glc(e)	0	0	
YKR039W	ILEt2r	EX_glc(e)	0	0	
YKR039W	LEUt2r	EX_glc(e)	-7.21101e+06	-1.92945e+21	
YKR039W	LYSt2r	EX_glc(e)	0	0	
YKR039W	METt2r	EX_glc(e)	4.93424e+06	-8.80789e+20	
YKR039W	ORNt2r	EX_glc(e)	0	0	
YKR039W	PHEt2r	EX_glc(e)	0	0	
YKR039W	PROt2r	EX_glc(e)	0	0	
YKR039W	SERt2r	EX_glc(e)	0	0	
YKR039W	THRt2r	EX_glc(e)	0	0	
YKR039W	TRPt2r	EX_glc(e)	0	0	
YKR039W	TYRt2r	EX_glc(e)	0	0	
YKR039W	VALt2r	EX_glc(e)	0	0	
YKR039W	ALAt2r	EX_nh4(e)	0	0	
YKR039W	ARGt2r	EX_nh4(e)	0	0	
YKR039W	ASNt2r	EX_nh4(e)	0	0	
YKR039W	ASPt2r	EX_nh4(e)	0	0	
YKR039W	CYSt2r	EX_nh4(e)	0	0	
YKR039W	GLNt2r	EX_nh4(e)	0	0	
YKR039W	GLUt2r	EX_nh4(e)	0	0	
YKR039W	GLYt2r	EX_nh4(e)	0	0	
YKR039W	HISt2r	EX_nh4(e)	0	0	
YKR039W	ILEt2r	EX_nh4(e)	0	0	
YKR039W	LEUt2r	EX_nh4(e)	0	0	
YKR039W	LYSt2r	EX_nh4(e)	0	0	
YKR039W	METt2r	EX_nh4(e)	0	0	
YKR039W	ORNt2r	EX_nh4(e)	0	0	
YKR039W	PHEt2r	EX_nh4(e)	0	0	
YKR039W	PROt2r	EX_nh4(e)	0	0	
YKR039W	SERt2r	EX_nh4(e)	0	0	
YKR039W	THRt2r	EX_nh4(e)	0	0	
YKR039W	TRPt2r	EX_nh4(e)	0	0	
YKR039W	TYRt2r	EX_nh4(e)	0	0	
YKR039W	VALt2r	EX_nh4(e)	-2.58092e+06	7.16156e+20	
YKR039W	ALAt2r	EX_o2(e)	18838.1	7.14884e+18	
YKR039W	ARGt2r	EX_o2(e)	-4643.99	7.54573e+17	
YKR039W	ASNt2r	EX_o2(e)	14351.1	6.2517e+17	
YKR039W	ASPt2r	EX_o2(e)	0	0	
YKR039W	CYSt2r	EX_o2(e)	0	0	
YKR039W	GLNt2r	EX_o2(e)	0	0	
YKR039W	GLUt2r	EX_o2(e)	0	0	
YKR039W	GLYt2r	EX_o2(e)	1.07862e-07	-8.3163e-05	
YKR039W	HISt2r	EX_o2(e)	0	0	
YKR039W	ILEt2r	EX_o2(e)	-97871.7	4.51615e+19	
YKR039W	LEUt2r	EX_o2(e)	0	0	
YKR039W	LYSt2r	EX_o2(e)	131608	-1.06614e+20	
YKR039W	METt2r	EX_o2(e)	-5.11567e-08	1.52607e-05	
YKR039W	ORNt2r	EX_o2(e)	-589.824	-1.35245e+15	
YKR039W	PHEt2r	EX_o2(e)	0	0	
YKR039W	PROt2r	EX_o2(e)	0	0	
YKR039W	SERt2r	EX_o2(e)	0	0	
YKR039W	THRt2r	EX_o2(e)	-1195.47	-5.00034e+16	
YKR039W	TRPt2r	EX_o2(e)	0	0	
YKR039W	TYRt2r	EX_o2(e)	0	0	
YKR039W	VALt2r	EX_o2(e)	-4174.07	1.15822e+18	
YKR039W	ALAt2r	EX_pi(e)	0	0	
YKR039W	ARGt2r	EX_pi(e)	0	0	
YKR039W	ASNt2r	EX_pi(e)	0	0	
YKR039W	ASPt2r	EX_pi(e)	0	0	
YKR039W	CYSt2r	EX_pi(e)	0	0	
YKR039W	GLNt2r	EX_pi(e)	0	0	
YKR039W	GLUt2r	EX_pi(e)	0	0	
YKR039W	GLYt2r	EX_pi(e)	0	0	
YKR039W	HISt2r	EX_pi(e)	0	0	
YKR039W	ILEt2r	EX_pi(e)	0	0	
YKR039W	LEUt2r	EX_pi(e)	0	0	
YKR039W	LYSt2r	EX_pi(e)	0	0	
YKR039W	METt2r	EX_pi(e)	0	0	
YKR039W	ORNt2r	EX_pi(e)	0	0	
YKR039W	PHEt2r	EX_pi(e)	0	0	
YKR039W	PROt2r	EX_pi(e)	0	0	
YKR039W	SERt2r	EX_pi(e)	0	0	
YKR039W	THRt2r	EX_pi(e)	0	0	
YKR039W	TRPt2r	EX_pi(e)	0	0	
YKR039W	TYRt2r	EX_pi(e)	0	0	
YKR039W	VALt2r	EX_pi(e)	0	0	
YKR039W	ALAt2r	EX_so4(e)	1.38399e-11	-8.00282e-12	
YKR039W	ARGt2r	EX_so4(e)	0	0	
YKR039W	ASNt2r	EX_so4(e)	0	0	
YKR039W	ASPt2r	EX_so4(e)	0	0	
YKR039W	CYSt2r	EX_so4(e)	0	0	
YKR039W	GLNt2r	EX_so4(e)	0	0	
YKR039W	GLUt2r	EX_so4(e)	0	0	
YKR039W	GLYt2r	EX_so4(e)	-1.13522e-12	8.61497e-13	
YKR039W	HISt2r	EX_so4(e)	0	0	
YKR039W	ILEt2r	EX_so4(e)	0	0	
YKR039W	LEUt2r	EX_so4(e)	0	0	
YKR039W	LYSt2r	EX_so4(e)	0	0	
YKR039W	METt2r	EX_so4(e)	0	0	
YKR039W	ORNt2r	EX_so4(e)	0	0	
YKR039W	PHEt2r	EX_so4(e)	0	0	
YKR039W	PROt2r	EX_so4(e)	0	0	
YKR039W	SERt2r	EX_so4(e)	0	0	
YKR039W	THRt2r	EX_so4(e)	0	0	
YKR039W	TRPt2r	EX_so4(e)	0	0	
YKR039W	TYRt2r	EX_so4(e)	0	0	
YKR039W	VALt2r	EX_so4(e)	0	0	
YKR053C	SBPP1	EX_glc(e)	0	0	
YKR053C	SBPP2	EX_glc(e)	0	0	
YKR053C	SBPP1	EX_nh4(e)	0	0	
YKR053C	SBPP2	EX_nh4(e)	0	0	
YKR053C	SBPP1	EX_o2(e)	0	0	
YKR053C	SBPP2	EX_o2(e)	0	0	
YKR053C	SBPP1	EX_pi(e)	0	0	
YKR053C	SBPP2	EX_pi(e)	0	0	
YKR053C	SBPP1	EX_so4(e)	0	0	
YKR053C	SBPP2	EX_so4(e)	0	0	
YKR061W	G12MT1g	EX_glc(e)	0	0	
YKR061W	G12MT2g	EX_glc(e)	0	0	
YKR061W	G12MT1g	EX_nh4(e)	0	0	
YKR061W	G12MT2g	EX_nh4(e)	0	0	
YKR061W	G12MT1g	EX_o2(e)	0	0	
YKR061W	G12MT2g	EX_o2(e)	0	0	
YKR061W	G12MT1g	EX_pi(e)	0	0	
YKR061W	G12MT2g	EX_pi(e)	0	0	
YKR061W	G12MT1g	EX_so4(e)	0	0	
YKR061W	G12MT2g	EX_so4(e)	0	0	
YKR069W	UPP3MT	EX_glc(e)	0	0	
YKR069W	UPP3MT	EX_nh4(e)	0	0	
YKR069W	UPP3MT	EX_o2(e)	0	0	
YKR069W	UPP3MT	EX_pi(e)	0	0	
YKR069W	UPP3MT	EX_so4(e)	0	0	
YKR080W	MTHFD2	EX_glc(e)	0	0	
YKR080W	MTHFD2	EX_nh4(e)	0	0	
YKR080W	MTHFD2	EX_o2(e)	0	0	
YKR080W	MTHFD2	EX_pi(e)	0	0	
YKR080W	MTHFD2	EX_so4(e)	0	0	
YKR093W	PEPDt3	EX_glc(e)	0	0	
YKR093W	PEPDt3	EX_nh4(e)	0	0	
YKR093W	PEPDt3	EX_o2(e)	0	0	
YKR093W	PEPDt3	EX_pi(e)	0	0	
YKR093W	PEPDt3	EX_so4(e)	0	0	
YKR097W	PPCK	EX_glc(e)	0	0	
YKR097W	PPCK	EX_nh4(e)	0	0	
YKR097W	PPCK	EX_o2(e)	0	0	
YKR097W	PPCK	EX_pi(e)	0	0	
YKR097W	PPCK	EX_so4(e)	0	0	
YLL018C	ASPTRS	EX_glc(e)	0	0	
YLL018C	ASPTRS	EX_nh4(e)	0	0	
YLL018C	ASPTRS	EX_o2(e)	0	0	
YLL018C	ASPTRS	EX_pi(e)	0	0	
YLL018C	ASPTRS	EX_so4(e)	0	0	
YLL041C	SUCD1m	EX_glc(e)	2.8921e-09	-2.8921e-10	
YLL041C	SUCD2_u6m	EX_glc(e)	-2.76887e-09	-2.76887e-10	
YLL041C	SUCD3_u6m	EX_glc(e)	2.84086e-09	-2.84086e-10	
YLL041C	SUCD1m	EX_nh4(e)	1.4111e-09	1.4111e-10	
YLL041C	SUCD2_u6m	EX_nh4(e)	9.03741e-10	9.03741e-11	
YLL041C	SUCD3_u6m	EX_nh4(e)	-9.86587e-10	9.86587e-11	
YLL041C	SUCD1m	EX_o2(e)	-7.52137e-13	7.52137e-14	
YLL041C	SUCD2_u6m	EX_o2(e)	2.15142e-11	2.15172e-12	
YLL041C	SUCD3_u6m	EX_o2(e)	-7.6718e-12	7.6718e-13	
YLL041C	SUCD1m	EX_pi(e)	-3.06562e-10	3.06562e-11	
YLL041C	SUCD2_u6m	EX_pi(e)	-3.95214e-10	-3.95214e-11	
YLL041C	SUCD3_u6m	EX_pi(e)	3.61844e-12	-3.61844e-13	
YLL041C	SUCD1m	EX_so4(e)	2.24386e-12	-2.24386e-13	
YLL041C	SUCD2_u6m	EX_so4(e)	0	0	
YLL041C	SUCD3_u6m	EX_so4(e)	4.48771e-13	-4.48771e-14	
YLL043W	GLYCt	EX_glc(e)	0	0	
YLL043W	GLYCt	EX_nh4(e)	-606757	3.86774e+19	
YLL043W	GLYCt	EX_o2(e)	3.3479e-09	1.33054e-07	
YLL043W	GLYCt	EX_pi(e)	0	0	
YLL043W	GLYCt	EX_so4(e)	0	0	
YLL061W	MMETt2	EX_glc(e)	0	0	
YLL061W	MMETt2	EX_nh4(e)	0	0	
YLL061W	MMETt2	EX_o2(e)	0	0	
YLL061W	MMETt2	EX_pi(e)	0	0	
YLL061W	MMETt2	EX_so4(e)	0	0	
YLL062C	HCYSMT	EX_glc(e)	0	0	
YLL062C	HCYSMT	EX_nh4(e)	0	0	
YLL062C	HCYSMT	EX_o2(e)	0	0	
YLL062C	HCYSMT	EX_pi(e)	0	0	
YLL062C	HCYSMT	EX_so4(e)	0	0	
YLR027C	ASPTA	EX_glc(e)	-3.0778e-09	-3.08119e-10	
YLR027C	ASPTAp	EX_glc(e)	-118207	-4.53085e+17	
YLR027C	EHGLAT	EX_glc(e)	0	0	
YLR027C	EHGLATp	EX_glc(e)	0	0	
YLR027C	TYRTA	EX_glc(e)	-3.38412e-06	-0.000373912	
YLR027C	TYRTAp	EX_glc(e)	-5.50446e+07	-4.36738e+22	
YLR027C	ASPTA	EX_nh4(e)	9.47874e-10	9.47964e-11	
YLR027C	ASPTAp	EX_nh4(e)	-3.80693e+06	1.51026e+21	
YLR027C	EHGLAT	EX_nh4(e)	0	0	
YLR027C	EHGLATp	EX_nh4(e)	0	0	
YLR027C	TYRTA	EX_nh4(e)	-0.000119949	1.17598	
YLR027C	TYRTAp	EX_nh4(e)	7.82321e+06	6.20713e+21	
YLR027C	ASPTA	EX_o2(e)	7.9748e-12	7.97694e-13	
YLR027C	ASPTAp	EX_o2(e)	167094	1.32577e+20	
YLR027C	EHGLAT	EX_o2(e)	0	0	
YLR027C	EHGLATp	EX_o2(e)	0	0	
YLR027C	TYRTA	EX_o2(e)	2.50712e-07	-0.00245796	
YLR027C	TYRTAp	EX_o2(e)	-8354.7	6.62883e+18	
YLR027C	ASPTA	EX_pi(e)	-4.68449e-11	-4.68512e-12	
YLR027C	ASPTAp	EX_pi(e)	215322	-1.70842e+20	
YLR027C	EHGLAT	EX_pi(e)	0	0	
YLR027C	EHGLATp	EX_pi(e)	0	0	
YLR027C	TYRTA	EX_pi(e)	3.86282e-06	-0.0378708	
YLR027C	TYRTAp	EX_pi(e)	9569.87	7.59297e+18	
YLR027C	ASPTA	EX_so4(e)	-5.98459e-13	-5.98557e-14	
YLR027C	ASPTAp	EX_so4(e)	3560.66	-2.82512e+18	
YLR027C	EHGLAT	EX_so4(e)	0	0	
YLR027C	EHGLATp	EX_so4(e)	0	0	
YLR027C	TYRTA	EX_so4(e)	4.39972e-08	-0.000431345	
YLR027C	TYRTAp	EX_so4(e)	-3560.66	-2.82512e+18	
YLR028C	AICART	EX_glc(e)	-62538.2	-3.80634e+08	
YLR028C	IMPC	EX_glc(e)	62538.2	-3.80634e+08	
YLR028C	AICART	EX_nh4(e)	-34038.3	-2.07172e+08	
YLR028C	IMPC	EX_nh4(e)	34038.3	-2.07172e+08	
YLR028C	AICART	EX_o2(e)	-339.257	-2.06487e+06	
YLR028C	IMPC	EX_o2(e)	339.257	-2.06487e+06	
YLR028C	AICART	EX_pi(e)	-1203.29	-7.32372e+06	
YLR028C	IMPC	EX_pi(e)	1203.29	-7.32372e+06	
YLR028C	AICART	EX_so4(e)	0	0	
YLR028C	IMPC	EX_so4(e)	6.57613e-09	-1.44546e-05	
YLR038C	CYOOm	EX_glc(e)	0.5625	22.5438	
YLR038C	CYOOm	EX_nh4(e)	1.48439e-07	2.28643e-06	
YLR038C	CYOOm	EX_o2(e)	0	0	
YLR038C	CYOOm	EX_pi(e)	-4.51622e-11	-9.05907e-12	
YLR038C	CYOOm	EX_so4(e)	-1.00006e-12	-2.22857e-13	
YLR044C	PYRDC	EX_glc(e)	0.0142598	12.1495	
YLR044C	PYRDC	EX_nh4(e)	1.06291e-09	1.07933e-10	
YLR044C	PYRDC	EX_o2(e)	2.04915e-11	2.05249e-12	
YLR044C	PYRDC	EX_pi(e)	3.45059e-10	3.45765e-11	
YLR044C	PYRDC	EX_so4(e)	-9.89949e-12	-3.27561e-12	
YLR056W	C5STDS	EX_glc(e)	0	0	
YLR056W	C5STDS	EX_nh4(e)	0	0	
YLR056W	C5STDS	EX_o2(e)	0	0	
YLR056W	C5STDS	EX_pi(e)	0	0	
YLR056W	C5STDS	EX_so4(e)	-2.99181e-05	-42.7401	
YLR058C	GHMT2r	EX_glc(e)	-2.80066e-09	-2.80066e-10	
YLR058C	GHMT2r	EX_nh4(e)	8.99473e-10	8.99473e-11	
YLR058C	GHMT2r	EX_o2(e)	3.27932e-11	3.27932e-12	
YLR058C	GHMT2r	EX_pi(e)	1.84954e-11	1.84966e-12	
YLR058C	GHMT2r	EX_so4(e)	-7.47952e-13	-7.47952e-14	
YLR060W	PHETRS	EX_glc(e)	0	0	
YLR060W	PHETRS	EX_nh4(e)	0	0	
YLR060W	PHETRS	EX_o2(e)	0	0	
YLR060W	PHETRS	EX_pi(e)	0	0	
YLR060W	PHETRS	EX_so4(e)	0	0	
YLR070C	XYLTD_D	EX_glc(e)	0	0	
YLR070C	XYLTD_D	EX_nh4(e)	0	0	
YLR070C	XYLTD_D	EX_o2(e)	0	0	
YLR070C	XYLTD_D	EX_pi(e)	0	0	
YLR070C	XYLTD_D	EX_so4(e)	0	0	
YLR081W	GALt2	EX_glc(e)	0	0	
YLR081W	GLCt1	EX_glc(e)	-1000	-97323.4	
YLR081W	GALt2	EX_nh4(e)	0	0	
YLR081W	GLCt1	EX_nh4(e)	1.67009e-09	3.37224e-10	
YLR081W	GALt2	EX_o2(e)	0	0	
YLR081W	GLCt1	EX_o2(e)	-5.99546e-13	-1.19478e-13	
YLR081W	GALt2	EX_pi(e)	0	0	
YLR081W	GLCt1	EX_pi(e)	-1.3628e-10	-2.72531e-11	
YLR081W	GALt2	EX_so4(e)	0	0	
YLR081W	GLCt1	EX_so4(e)	-4.6373e-12	-4.6373e-13	
YLR089C	ALATA_Lm	EX_glc(e)	0	0	
YLR089C	ALATA_Lm	EX_nh4(e)	0	0	
YLR089C	ALATA_Lm	EX_o2(e)	0	0	
YLR089C	ALATA_Lm	EX_pi(e)	0	0	
YLR089C	ALATA_Lm	EX_so4(e)	0	0	
YLR092W	SO4ti	EX_glc(e)	-132924	-1.71959e+09	
YLR092W	SO4ti	EX_nh4(e)	-72348	-9.35938e+08	
YLR092W	SO4ti	EX_o2(e)	2.50018e-08	7.29025e-06	
YLR092W	SO4ti	EX_pi(e)	-2557.57	-3.30863e+07	
